student_id,first_name,last_name,gender,year_level,major_id,gpa,enrollment_date,expected_graduation_year,attendance_rate,academic_standing,scholarship_status,active_status
S00226,Quinn,Ward,Non-Binary,Senior,MAJ007,3.92,2022-10-08 00:00:00,2026,100.0,Honors,Partial,Active
S00227,Sam,Turner,Non-Binary,Freshman,MAJ022,3.65,2025-09-05 00:00:00,2029,84.03, Good ,Partial,Active
S00228,Jamie,Carter,Female,Junior,MAJ010,2.87,2023-08-15 00:00:00,2027,83.77,Good,None,Active
S00229,Cameron,Reed,Non-Binary,Junior,MAJ009,3.55,2023-09-28 00:00:00,2027,90.16,Good,Partial,Active
S00230,Avery,Parker,Non-Binary,Junior,MAJ005,2.74,2023-09-22 00:00:00,2027,64.49,Good,None,Active
S00231,Drew,Cooper,Non-Binary,Senior,MAJ022,3.0,2022-09-18 00:00:00,2026,83.84,Good,None,Active
S00232,Sam,Ward,Non-Binary,Junior,MAJ004,3.33,2023-09-20 00:00:00,2027,78.27,Good,None,Graduated
S00233,Casey,Parker,Male,Sophomore,MAJ013,2.78,2024-09-23 00:00:00,2028,90.56,Good,None,Active
S00234,Riley,Reed,Non-Binary,Sophomore,MAJ003,2.74,2024-09-10 00:00:00,2028,87.52,Good,None, Active 
S00235,Cameron,Price,Male,Sophomore,MAJ022,3.66,2024-08-10 00:00:00,2028,84.09,Good,None,Graduated
S00236,Blake,Collins,Non-Binary,Freshman,MAJ009,2.1,2025-09-24 00:00:00,2029,87.27,Academic Warning,None,Active
S00237,Blake,Reed,Non-Binary,Junior,MAJ006,3.15,2023-09-05 00:00:00,2027,96.3,good,None,Active
S00238,Alex,Hayes,Non-Binary,Freshman,MAJ016,2.34,2025-08-21 00:00:00,2029,87.5,Academic Warning,None,Active
S00239,Drew,Carter,Non-Binary,Sophomore,MAJ022,3.0,2024-08-01 00:00:00,2028,83.79,,Full,Graduated
S00240,Sam,Cooper,Male,Freshman,MAJ003,3.75,21-09-2025 00:00,2029,99.48,Honors,None,Graduated
S00241,Sam,Morgan,,Sophomore,MAJ016,2.6,2024-10-19 00:00:00,2028,71.39,Good,None,Active
S00242,Alex,Cooper,Female,Senior,MAJ017,2.7,2022-09-27 00:00:00,2026,76.15,Good,None,Graduated
S00243,Cameron,Ward,Male,Senior,MAJ006,3.93,2022-08-24 00:00:00,2026,95.0,Honors,Full,Graduated
S00244,Alex,Brooks,Non-Binary,Senior,MAJ005,2.82,2022-10-04 00:00:00,2026,100.0,Good,Full,Active
S00245,Sam,Reed,Non-Binary,Sophomore,MAJ002,3.65,2024-09-05 00:00:00,2028,85.12,Good,Partial,Active
S00246,Jordan,Mitchell,Female,Freshman,MAJ008,3.0,2025-10-15 00:00:00,2029,94.78,Good,Partial,Active
S00247,Riley,Ward,Male,Freshman,MAJ003,2.97,2025-10-22 00:00:00,2029,94.43,Good,,Active
S00248,Blake,Bennett,Male,Senior,MAJ024,2.7,2022-10-11 00:00:00,2026,71.86,Good,None,Active
S00249,Taylor,Collins,Male,Freshman,MAJ016,3.07,2025-08-01 00:00:00,2029,91.03,Good,None,Active
S00250,Riley,Brooks,Non-Binary,Junior,MAJ014,2.78,2023-10-19 00:00:00,2027,83.32,Good, None ,Active
S00251,Alex,Hayes,Female,Junior,MAJ002,3.06,2023-09-10 00:00:00,2027,72.11,Good,None,Active
S00252,Blake,Turner,Male,Senior,MAJ009,2.71,2022-10-04 00:00:00,2026,89.39,Good,Partial,Graduated
S00253,Morgan,Parker,Female,Sophomore,MAJ016,2.0,2024-09-05 00:00:00,2028,85.09,Probation,None,Withdrawn
S00254,Jamie,Reed,Male,Sophomore,MAJ019,3.05,2024-10-26 00:00:00,2028,83.76,Good,Partial,Active
S00255,Quinn,Foster,Female,Freshman,MAJ007,2.53,2025-10-15 00:00:00,2029,94.41,Good,None,Active
S00256,Jordan,Morgan,Non-Binary,Senior,MAJ007,2.48,2022-10-07 00:00:00,2026,90.48,Academic Warning,None,Active
S00257,Avery,Collins,Female,Sophomore,MAJ018,3.44,2024-10-07 00:00:00,2028,87.79,Good,Partial, Active 
S00258,Drew,Ward,Female,Senior,MAJ009,2.82,2022-09-05 00:00:00,2026,87.38,Good,None,Active
S00259,Drew,Hayes,Male,Freshman,MAJ014,2.74,2025-10-01 00:00:00,2029,100.0,Good,None,Active
S00260,Parker,Carter,Female,Junior,MAJ009,3.27,2023-09-12 00:00:00,2027,83.87,Good,Partial,Active
S00261,Blake, Carter ,Male,Freshman,MAJ004,3.22,2025-08-10 00:00:00,2029,84.52,Good,None,Active
S00262,Jamie,Hayes,Male,Junior,MAJ005,2.99,2023-09-13 00:00:00,2027,82.54,Good,None,Graduated
S00263,Jordan,Hayes,Non-Binary,Sophomore,MAJ011,3.76,2024-10-05 00:00:00,2028,76.23,Honors,Partial,Active
S00264,Avery,Bennett,Non-Binary,Freshman,MAJ011,2.67,2025-08-24 00:00:00,2029,67.82,Good,Full,Active
S00265,Casey,Collins,Non-Binary,Junior,MAJ003,2.54,2023-10-18 00:00:00,2027,86.58,Good,None,Active
S00266,Drew,Mitchell,Female,Freshman,MAJ015,2.69,2025-09-07 00:00:00,2029,87.77,Good,Full,Active
S00267,Quinn,Hayes,Male,Freshman,MAJ015,3.38,2025-10-25 00:00:00,2029,80.3,Good,Full,Graduated
S00268,Jordan,Carter,Non-Binary,Freshman,MAJ005,3.51,2025-08-15 00:00:00,2029,85.87,Good,None,Active
S00269,Jamie,Morgan,Male,Freshman,MAJ016,,2025-09-08 00:00:00,2029,88.39, Good ,None,Active
S00270,Taylor,Reed,Male,Senior,MAJ002,2.61,2022-08-27 00:00:00,2026,86.84,Good,Full,Active
S00271,Quinn,Hayes,Male,Junior,MAJ014,3.31,2023-08-10 00:00:00,2027,78.09,Good,Partial,Withdrawn
S00272,Cameron,Brooks,Male,Junior,MAJ017,3.12,2023-08-18 00:00:00,2027,84.97,Good,Full,Active
S00273,Sam,Hayes,Male,Senior,MAJ023,2.96,2022-10-16 00:00:00,2026,87.7,Good,None,Active
S00274,Cameron,Ward,Non-Binary,Junior,MAJ021,2.79,2023-09-23 00:00:00,2027,84.38,Good,None,Active
S00275,Quinn,Reed,Male,Sophomore,MAJ006,2.69,2024-08-28 00:00:00,2028,92.88,Good,None,Active
S00276,Drew,Cooper,Female,Freshman,MAJ018,3.53,2025-10-14 00:00:00,2029,88.06,Good,Full,Active
S00277,Morgan,Brooks,Female,Freshman,MAJ009,3.8,2025-09-21 00:00:00,2029,81.39,Honors,None,Active
S00278,Avery,Turner,Female,Sophomore,MAJ013,3.83,2024-08-09 00:00:00,2028,91.54,,None,Active
S00279,Jordan,Parker,Non-Binary,Freshman,MAJ003,3.46,2025-10-22 00:00:00,2029,99.2,Good,None,Active
S00280,Riley,Brooks,Female,Senior,MAJ018,3.03,2022-08-07 00:00:00,2026,80.19,Good,Full,Active
S00281,Drew,Cooper,Female,Senior,MAJ009,2.96,2022-10-20 00:00:00,2026,69.38,Good,Partial,Active
S00282,Riley,Ward,Male,Freshman,MAJ010,2.39,2025-09-15 00:00:00,2029,74.77,Academic Warning,None,Active
S00283,Avery,Cooper,Male,Sophomore,MAJ004,3.08,2024-09-04 00:00:00,2028,75.75,Good,Partial,Active
S00284,Riley,Cooper,Female,Junior,MAJ023,3.17,2023-09-11 00:00:00,2027,85.57,Good,None,Active
S00285,Taylor,Morgan,Male,Freshman,MAJ021,3.56,2025-10-19 00:00:00,2029,81.11,Good,None,Active
S00286,Riley,Parker,Male,Freshman,MAJ010,,2025-10-27 00:00:00,2029,89.62,Good,None,Active
S00287,Riley,Brooks,Male,Senior,MAJ006,3.39,2022-10-21 00:00:00,2026,74.62,Good,Partial,Active
S00288,Riley,Wilson,Female,Junior,MAJ024,3.06,2023-10-18 00:00:00,2027,,,None,Graduated
S00289, Sam ,Morgan,Non-Binary,Junior,MAJ005,2.67,2023-08-27 00:00:00,2027,83.21,Good,Partial,Graduated
S00290,Quinn,Morgan,Male,Junior,MAJ015,2.88,2023-08-27 00:00:00,2027,87.64,Good,Partial,Active
S00291,Morgan,Reed,Male,Freshman,MAJ004,3.12,2025-09-02 00:00:00,2029,70.34,Good,Partial,Active
S00292,Drew,Hayes,Male,Junior,MAJ002,3.11,2023-08-01 00:00:00,2027,86.93,Good,None,Active
S00293,Jamie,Brooks,Non-Binary,Freshman,MAJ008,3.25,2025-09-01 00:00:00,2029,85.79,Good,None,Active
S00294,Blake,Wilson,Female,Sophomore,MAJ024,3.47,2024-08-17 00:00:00,2028,85.89,Good,None,Active
S00295,Reese,Mitchell,Male,Junior,MAJ012,3.15,2023-09-03 00:00:00,2027,94.86,Good,None,Active
S00296,Jamie,Parker,Male,Junior,MAJ001,3.38,2023-10-27 00:00:00,2027,81.73,Good,Partial,Active
S00297,Quinn,Morgan,Female,Senior,MAJ016,3.4,2022-09-13 00:00:00,2026,91.43,Good,None,Active
S00298,Jamie,Wilson,Female,Junior,MAJ013,2.83,2023-09-28 00:00:00,2027,75.82,Good,None,Active
S00299,Reese,Carter,Non-Binary,Junior,MAJ017,3.55,2023-08-08 00:00:00,2027,87.25,Good,None,Active
S00300,Drew,Brooks,Female,Senior,MAJ007,3.36,2022-08-22 00:00:00,2026,84.15,Good,Full,Graduated
S00301,Alex,Wilson,Male,Junior,MAJ014,2.46,2023-08-07 00:00:00,2027,84.63,Academic Warning,None,Active
S00302,Cameron,Cooper,Female,Junior,MAJ012,,2023-09-06 00:00:00,2027,88.84,Good,None,Active
S00303,Sam,Cooper,Non-Binary,Senior,MAJ002,2.99,2022-09-13 00:00:00,2026,,Good,Partial, Active 
S00304,Jamie,Carter,Non-Binary,Senior,MAJ013,3.92,2022-10-12 00:00:00,2026,79.43,Honors,NONE,Active
S00305,Riley,Foster,Non-Binary,Senior,MAJ005,3.46,2022-10-13 00:00:00,2026,80.27,Good,Full,Active
S00306,Quinn,Collins,Male,Junior,MAJ013,3.46,2023-08-12 00:00:00,2027,88.65,Good,None,Active
S00307,Parker,Hayes,Male,Freshman,MAJ023,3.23,2025-08-25 00:00:00,2029,83.56,Good,Partial,Active
S00308,Jordan,Brooks,Female,Junior,MAJ022,3.21,2023-09-23 00:00:00,2027,86.03,Good,Partial,Active
S00309,Riley,Carter,Female,Sophomore,MAJ015,2.53,2024-08-10 00:00:00,2028,87.22,Good,None,Active
S00310,Jordan,Wilson,Male,Freshman,MAJ013,4.0,2025-09-18 00:00:00,2029,85.81,Honors,None,Active
S00311,Riley,Reed,Female,Freshman,MAJ005,4.0,2025-10-20 00:00:00,2029,91.8,Honors,Partial,Active
S00312,Cameron,Bennett,Female,Freshman,MAJ007,2.53,2025-10-18 00:00:00,2029,93.09,Good,Full,Graduated
S00313,Taylor,Hayes,Male,Junior,MAJ002,3.28,2023-08-05 00:00:00,2027,93.59,Good,None,Active
S00314,Taylor,Bennett,Male,Freshman,MAJ006,3.18,2025-09-10 00:00:00,2029,90.03,Good,None,Active
S00315,Morgan,Turner,Non-Binary,Sophomore,MAJ001,2.41,2024-09-20 00:00:00,2028,89.78,Academic Warning,Partial,Active
S00316,Alex,Bennett,Male,Freshman,MAJ021,2.65,2025-10-13 00:00:00,2029,75.85,Good,Partial,Active
S00317,Reese,Price,Non-Binary,Sophomore,MAJ012,3.4,2024-10-05 00:00:00,2028,84.25,Good,None,Active
S00318,Drew,Mitchell,Female,Junior,MAJ012,3.21,2023-09-11 00:00:00,2027,87.82,Good,None,Active
S00319,Parker,Ward,Female,Sophomore,MAJ015,3.2,2024-09-13 00:00:00,2028,81.44,Good,None,Active
S00320,Blake,Foster,Female,Sophomore,MAJ009,3.01,2024-10-18 00:00:00,2028,79.2,Good,None,Active
S00321,Jamie,Collins,Non-Binary,Freshman,MAJ013,1.99,2025-08-15 00:00:00,2029,73.57,Probation,Partial,Active
S00322,Reese,Ward,Male,Freshman,MAJ015,2.71,2025-10-16 00:00:00,2029,90.16,Good,None,Active
S00323,Taylor,Turner,Male,Sophomore,MAJ022,2.29,2024-09-03 00:00:00,2028,74.64,Academic Warning,None,Active
S00324,Avery,Reed,Non-Binary,Junior,MAJ007,3.24,2023-09-18 00:00:00,2027,89.91,,None,Graduated
S00325,Quinn,Reed,Non-Binary,Junior,MAJ014,4.0,2023-10-03 00:00:00,2027,73.08,Honors,None,Active
S00326,Taylor,Hayes,Non-Binary,Junior,MAJ006,3.28,2023-08-19 00:00:00,2027,91.99,Good,Full,Active
S00327,Quinn,Mitchell,Male, Sophomore ,MAJ004,3.13,2024-08-01 00:00:00,2028,80.16,Good,None,Active
S00328,Avery,Foster,Non-Binary,Junior,MAJ011,2.5,2023-10-08 00:00:00,2027,88.31,Good,NONE,Active
S00329,Parker,Turner,Non-Binary,Senior,MAJ020,2.86,2022-08-12 00:00:00,2026,83.05,Good,Full,Active
S00330,Blake,Carter,Female,Sophomore,MAJ018,2.86,2024-10-05 00:00:00,2045,81.46,Good,None,Active
S00331,Avery,Collins,Male,Senior,MAJ024,2.38,2022-09-04 00:00:00,2026,71.63,Academic Warning,None,Active
S00332,Casey,Morgan,Non-Binary,Sophomore,MAJ001,3.85,2024-08-01 00:00:00,2028,77.64,Honors,,Active
S00333,Taylor,Cooper,Non-Binary,Junior,MAJ014,2.81,2023-08-17 00:00:00,2027,79.79,Good,None,Active
S00334,Drew,Parker,Male,Junior,MAJ011,2.54,2023-10-06 00:00:00,2027,82.43,Good,None,Active
S00335,Jamie,Foster,Female,Sophomore,MAJ023,3.41,2024-09-19 00:00:00,2028,80.48,Good,None,Active
S00336,Casey,Ward,Non-Binary,Freshman,MAJ002,2.44,2025-08-19 00:00:00,2029,99.92,Academic Warning,None,Active
S00337, Riley ,Parker,Male,Freshman,MAJ003,3.09,2025-08-09 00:00:00,2029,80.72,Good,Partial,Active
S00338,Riley,Foster,Male,Senior,MAJ018,2.94,2022-10-13 00:00:00,2026,95.28,Good,None, Active 
S00339,Parker,Wilson,Non-Binary,Senior,MAJ021,2.35,2022-10-26 00:00:00,2026,75.71,Academic Warning,None,Active
S00340,Taylor,Mitchell,Female,Freshman,MAJ007,2.22,2025-08-10 00:00:00,2029,74.12,Academic Warning,None,Active
S00341,Cameron,Bennett,Non-Binary,Freshman,MAJ011,2.93,2025-08-19 00:00:00,2029,89.08,Good,None,Active
S00342,Jamie,Cooper,Non-Binary,Junior,MAJ020,3.63,2023-08-18 00:00:00,2027,84.74,Good,None,Active
S00343,Reese,Collins,Non-Binary,Freshman,MAJ015,2.14,2025-08-28 00:00:00,2029,83.77,Academic Warning,None, Active 
S00344,Reese,Bennett,Non-Binary,Freshman,MAJ005,2.96,2025-10-21 00:00:00,2029,86.23,Good,None,Active
S00345,Reese,Collins,Male,Sophomore,MAJ003,2.38,2024-08-03 00:00:00,2028,93.94,Academic Warning,None,Active
S00346,Alex,Brooks,Female,Freshman,MAJ004,2.7,2025-10-10 00:00:00,2029,95.19,Good,None,Active
S00347,Quinn,Collins,Non-Binary,Junior,MAJ005,3.82,2023-10-04 00:00:00,2027,96.0,Honors,NONE,Active
S00348,Riley,Reed,Female, Junior ,MAJ016,2.0,2023-10-15 00:00:00,2027,86.85,Academic Warning,None,Withdrawn
S00349,Reese,Hayes,Female,Freshman,MAJ019,2.85,2025-09-28 00:00:00,2029,88.18,Good,Full,Active
S00350,Reese,Carter,Male,Sophomore,MAJ016,3.46,2024-08-25 00:00:00,2028,93.17,Good,Partial,Active
S00351,Jamie,Mitchell,Non-Binary,Junior,MAJ021,3.85,2023-10-21 00:00:00,2027,82.73,Honors,None,Active
S00352,Reese,Parker,Female,Senior,MAJ024,3.0,2022-10-12 00:00:00,2026,91.52,Good,None,Active
S00353,Jamie,Brooks,,Freshman,MAJ020,2.94,2025-10-09 00:00:00,2029,89.46,good,Full,Active
S00354,Reese,Carter,Female,Senior,MAJ012,2.02,2022-09-02 00:00:00,2026,68.87, Academic Warning ,,Active
S00355,Reese,Wilson,Female,Freshman,MAJ021,3.06,2025-08-23 00:00:00,2029,72.81,Good,None,Active
S00356,Cameron,Collins,,Senior,MAJ020,3.32,2022-10-21 00:00:00,2026,96.7,Good,None,Active
S00357,Sam,Ward,Female,Sophomore,MAJ016,2.67,2024-09-17 00:00:00,2028,100.0,Good,Partial,Active
S00358,Drew,Collins,Male,Senior,MAJ018,3.72,2022-10-01 00:00:00,2026,86.32,Honors,Partial,Active
S00359,Drew,Hayes,Non-Binary,Freshman,MAJ018,3.56,2025-10-12 00:00:00,2029,95.36,Good,Partial,Active
S00360,Cameron,Price,Female,Sophomore,MAJ007,2.83,2024-09-09 00:00:00,2028,76.58,Good,None,Active
S00361,Taylor,Foster,Male,Junior,MAJ021,3.4,2023-09-22 00:00:00,2027,100.0,Good,Partial,Active
S00362,Reese,Collins,Female,Junior,MAJ006,2.94,2023-08-28 00:00:00,2027,84.53,Good,None,Active
S00363,Cameron,Parker,Non-Binary,Senior,MAJ011,3.09,2022-08-21 00:00:00,2026,97.01,Good,None,Active
S00364,Jordan,Hayes,Male,Senior,MAJ011,3.03,2022-09-03 00:00:00,2026,100.0,Good,None,Graduated
S00365,Cameron,Hayes,Male,Freshman,MAJ002,1.75,2025-10-23 00:00:00,2029,88.82,Probation,Partial,Active
S00366,Jordan,Morgan,Female,Freshman,MAJ021,2.59,2025-09-03 00:00:00,2029,90.72,Good,None,Active
S00367,Alex,Morgan,Non-Binary,Junior,MAJ010,3.13,2023-09-27 00:00:00,2027,94.92,Good,None,Active
S00368,Drew,Carter,Female,Junior,MAJ004,3.43,2023-09-03 00:00:00,2027,81.7,Good,Partial,Active
S00369,Blake,Brooks,Female,Sophomore,MAJ006,3.42,2024-09-25 00:00:00,2028,81.25,Good,Partial,Active
S00370,Sam,Wilson,Female,Junior,MAJ002,2.99,2023-10-19 00:00:00,2027,82.6,Good,None,Active
S00371,Jamie,Parker,Non-Binary,Sophomore,MAJ007,3.36,2024-10-05 00:00:00,2028,81.36,Good,Full,Active
S00372,Morgan,Carter,Female,Sophomore,MAJ004,2.9,2024-08-25 00:00:00,2028,91.76,Good,None,Active
S00373,Cameron,Mitchell,Female,sophomore,MAJ018,3.3,2024-08-09 00:00:00,2028,78.25,Good,Partial,Active
S00374,Jamie,Foster,Male,Junior,MAJ020,3.54,2023-10-01 00:00:00,2027,87.23,Good,Partial,Active
S00375,Avery,Foster,Non-Binary,Sophomore,MAJ012,2.66,2024-08-24 00:00:00,2028,90.38,Good,None,Active
S00376,Quinn,Parker,Male,Senior,MAJ018,3.19,2022-09-04 00:00:00,2026,84.7,Good,None,Active
S00377,Blake,Morgan,Male,Freshman,MAJ017,3.39,2025-09-05 00:00:00,2029,87.27,Good,None,Active
S00378,Avery,Hayes,Female,Sophomore,MAJ014,2.38,2024-09-25 00:00:00,2028,80.09,Academic Warning,None,Active
S00379,Morgan,Morgan,Female,Freshman,MAJ009,2.79,2025-09-17 00:00:00,2029,90.31,Good,None,Active
S00380,Cameron,Turner,Male,Junior,MAJ015,3.73,2023-08-21 00:00:00,2027,83.96,Honors,None,Active
S00381, Casey ,Carter,Non-Binary,Sophomore,MAJ017,4.0,2024-08-26 00:00:00,2028,86.31,Honors,None,Active
S00382,Quinn,Price,Non-Binary,Junior,MAJ017,3.61,2023-10-21 00:00:00,2027,83.25,Good,None,Active
S00383,Reese,Parker,Female,Junior,MAJ005,4.0,2023-08-03 00:00:00,2027,81.21,Honors,Full,Active
S00384,Alex,Brooks,Non-Binary,Junior,MAJ006,2.04,2023-10-22 00:00:00,2027,,Academic Warning,Partial,Active
S00385,Jamie,Morgan,Female,Junior,MAJ016,2.99,2023-09-12 00:00:00,2027,,Good,None,Active
S00386,Taylor,Mitchell,Female,Junior,MAJ014,2.06,2023/10/25 00:00:00,2027,99.27,Academic Warning,Partial,Active
S00387,Blake,Morgan,Male,Freshman,MAJ005,,2025-09-09 00:00:00,2029,91.24,honors,None,Active
S00388,Sam,Carter,Male,Senior,MAJ010,2.81,2022-09-17 00:00:00,2026,,Good,None,Active
S00389,Riley,Wilson,,Junior,MAJ005,2.72,2023-08-19 00:00:00,2027,86.47,Good,Partial,Active
S00390,Alex,Morgan,Female,Junior,MAJ022,3.25,2023-08-02 00:00:00,2027,82.36,Good,None,Active
S00391, Blake ,Price,Female,Freshman,MAJ014,2.97,2025-10-26 00:00:00,2029,88.77,Good,Full,Active
S00392,Riley,Parker,Male,Sophomore,MAJ016,3.52,2024-10-11 00:00:00,2028,84.35,Good,none,Active
S00393,Avery,Hayes,Female,Sophomore,MAJ024,2.59,2024-08-08 00:00:00,2028,89.49,Good,Partial,Withdrawn
S00394,Jordan,Cooper,Male,Senior,MAJ005,3.12,2022-09-25 00:00:00,2026,93.0,Good,Partial,Active
S00395,Alex,Mitchell,Female,Junior,MAJ012,3.69,2023-09-19 00:00:00,2027,85.93,Good,Partial,Active
S00396,Riley,Foster,Male,Freshman,MAJ016,2.67,2025-08-24 00:00:00,2029,93.9,Good,Full,Active
S00397,Alex,Cooper,Male,Freshman,MAJ013,3.67,2025-08-08 00:00:00,2029,91.99,Good,None,Active
S00398,Alex,Mitchell,Female,Junior,MAJ016,2.02,2023-10-13 00:00:00,2027,72.51,Academic Warning,Partial,Active
S00399,Avery,Parker,Male,Freshman,MAJ005,2.96,2025-09-02 00:00:00,2029,95.89,Good,Full,Active
S00400,Alex,Cooper,Female,Sophomore,MAJ015,2.04,2024-10-14 00:00:00,2028,85.97,Academic Warning,Partial,Active
S00401,Jordan,Foster,Female,Senior,MAJ008,2.89,2022-10-05 00:00:00,2026,81.47,Good,Partial,Active
S00402,Alex,Bennett,,Junior,MAJ007,3.55,2023-08-08 00:00:00,2027,98.22,Good,None,Active
S00403,Cameron,Turner,Non-Binary,Senior,MAJ014,3.99,2022-09-11 00:00:00,2026,85.37,Honors,None,Active
S00404,Taylor,Ward,Non-Binary,Senior,MAJ002,2.65,2022-08-05 00:00:00,2026,81.85,Good,None,Active
S00405,Jordan,Reed,Male,Sophomore,MAJ009,2.76,2024-08-15 00:00:00,2028,82.67,Good,None,Active
S00406,Taylor,Ward,Non-Binary,Freshman,MAJ015,1.98,2025-09-27 00:00:00,2029,,Probation,Partial,Active
S00407,Reese,Mitchell,Female,Freshman,MAJ009,3.47,2025-08-23 00:00:00,2029,,Good,None,Active
S00408,Sam,Brooks,Male,Junior,MAJ010,2.47,2023-08-01 00:00:00,2027,85.86,Academic Warning,Full,Active
S00409,Avery,Parker,Female,Junior,MAJ005,3.41,2023-09-04 00:00:00,2027,88.71,Good,Partial,Active
S00410,Reese,Ward,Female,Freshman,MAJ015,3.17,08/07/2025 00:00,2029,77.03,Good,Partial,Active
S00411,Sam,Carter,Non-Binary,Junior,MAJ004,3.34,2023-10-09 00:00:00,2027,67.71,Good,Full,Active
S00412,Morgan,Cooper,Non-Binary,Senior,MAJ017,3.35,2022-09-26 00:00:00,2026,90.65,Good,None,Graduated
S00413,Riley,Carter,Female,Senior,MAJ018,4.0,2022-09-02 00:00:00,2026,65.23,Honors,None,Active
S00414, Cameron ,Collins,Female,Senior,MAJ010,2.09,2022-09-22 00:00:00,2026,83.48,Academic Warning,None,Active
S00415,Casey,Brooks,Male,Senior,MAJ002,3.11,2022-08-02 00:00:00,2026,79.8,Good,Partial,Active
S00416,Drew,Bennett,Non-Binary,Junior,MAJ011,2.71,2023-09-02 00:00:00,2027,67.55,Good,None,Active
S00417,Sam,Cooper,Non-Binary,Sophomore,MAJ013,2.7,2024-08-21 00:00:00,2028,87.22,Good,Full,Active
S00418,Cameron,Ward,Non-Binary,Freshman,MAJ007,3.17,2025-09-16 00:00:00,2029,89.44,Good,None,Active
S00419,Avery,Mitchell,Male,Senior,MAJ010,3.25,2022-09-06 00:00:00,2026,92.32,Good,None,Active
S00420,Quinn,Ward,Male,Freshman,MAJ003,2.84,2025-08-26 00:00:00,2029,92.31,Good,Full,Active
S00421,Morgan,Wilson,Female,Junior,MAJ024,3.73,2023-08-22 00:00:00,2027,94.42,Honors,None,Active
S00422,Jamie,Morgan,Female,Senior,MAJ009,3.23,2022-10-28 00:00:00,2026,86.81,Good,Full,Active
S00423,Reese,Wilson,Female,Senior,MAJ019,3.78,2022-08-19 00:00:00,2026,86.57,Honors,None,Active
S00424,Parker,Morgan,Non-Binary,Sophomore,MAJ002,3.59,2024-10-12 00:00:00,2028,91.84,Good,Full,Active
S00425,Morgan,Price,Male,Junior,MAJ017,2.79,2023-10-10 00:00:00,2027,84.38,Good,None,Active
S00426,Parker, Parker ,Female,Freshman,MAJ024,1.95,2025-10-16 00:00:00,2029,89.72,Probation,None,Graduated
S00427,Taylor,Mitchell,Non-Binary,Freshman, MAJ006 ,3.17,2025-08-26 00:00:00,2018,,Good,Partial,Active
S00428,Parker,Turner,Female,Freshman,MAJ004,3.38,2025-08-28 00:00:00,2029,86.72,Good,None,Active
S00429,Jamie,Hayes,Male,Freshman,MAJ010,2.61,2025-10-04 00:00:00,2029,67.04,Good,None,Active
S00430,Jamie,Bennett,Non-Binary,Senior,MAJ001,4.0,2022-09-21 00:00:00,2026,93.22,Honors,None,Active
S00431,Blake,Cooper,Non-Binary,Junior,MAJ009,2.74,2023-09-08 00:00:00,2027,84.48,Good,Partial,Active
S00432,Jamie,Turner,Male,Sophomore,MAJ015,3.54,2024-08-06 00:00:00,2028,,Good,Partial,Graduated
S00433,Cameron,Price,Non-Binary,Senior,MAJ006,3.07,2022-08-06 00:00:00,2026,98.58,Good,Partial,Graduated
S00434,Morgan,Hayes,Non-Binary,Senior,MAJ018,3.58,2022-08-16 00:00:00,2026,,Good,None,Active
S00435,Riley,Wilson,Non-Binary,Freshman,MAJ020,2.78,2025-08-27 00:00:00,2029,79.61,Good,Partial,Active
S00436,Drew,Morgan,Male,Senior,MAJ013,3.18,2022-08-08 00:00:00,2026,80.32,Good,Partial,Active
S00437,Jamie,Morgan,Female,Senior,MAJ012,2.42,2022-09-15 00:00:00,2026,86.7,Academic Warning,Partial,Graduated
S00438,Drew,Cooper,Male,Senior,MAJ015,2.52,2022-09-18 00:00:00,2026,71.55,Good,None,Active
S00439,Parker,Hayes,Non-Binary,Senior,MAJ015,3.08,2022-08-06 00:00:00,2026,73.77,,None,Active
S00440,Alex,Mitchell,Male,Freshman,MAJ001,2.82,2025-08-03 00:00:00,2029,90.46,Good,None,Graduated
S00441,Jordan,Reed,Female,Freshman,MAJ022,3.36,2025-09-20 00:00:00,2029,94.66,Good,Full,Graduated
S00442,Cameron,Hayes,Female,Junior,MAJ003,3.03,2023-10-14 00:00:00,2027,85.06,Good,None,Active
S00443,Morgan,Bennett,Non-Binary,Freshman,MAJ017,3.28,24-10-2025 00:00,2029,94.92,Good,Full,Active
S00444,Casey,Parker,Female,Junior,MAJ018,3.57,2023-08-13 00:00:00,2027,83.27,Good,None,Active
S00445,Riley,Morgan,Male, Freshman ,MAJ003,2.72,2025-08-10 00:00:00,2029,75.75,Good,Partial,Active
S00446,Jordan,Morgan,Female,Sophomore,MAJ003,2.34,2024-08-21 00:00:00,2028,96.62,Academic Warning,None,Active
S00447,Casey,Ward,Male,Senior,MAJ015,3.57,2022-09-16 00:00:00,2026,67.87,Good,Full,Active
S00448,Cameron,Wilson,,Junior,MAJ023,3.35,2023-09-12 00:00:00,2027,98.02,Good,None,Active
S00449,Casey,Parker,Male,Sophomore,MAJ015,,2024-10-02 00:00:00,2028,82.25,Good,None,Active
S00450,Sam,Mitchell,Non-Binary,Freshman,MAJ021,2.94,2025-09-25 00:00:00,2029,90.17,Good,None,Active
S00451,Reese,Reed,Male,Senior,MAJ012,3.21,2022-10-22 00:00:00,2026,90.28,Good,Partial,Active
S00452,Drew,Brooks,Female,Senior,MAJ023,3.23,2022-09-28 00:00:00,2026,89.65,Good,Partial,Active
